S003929816 Acidimicrobium ferrooxidans (T); ICP.	Root;Bacteria;"Actinobacteria";Actinobacteria;Acidimicrobidae;Acidimicrobiales;"Acidimicrobineae";Acidimicrobiaceae;Acidimicrobium.
S000440095 Corynebacterium ciconiae (T); type strain: CCUG 47525.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000565083 Corynebacterium resistens (T); GTC2026.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000574646 Corynebacterium tuscaniense (T); ISS-5309; ATCC BAA-1141; CCUG	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000619189 Corynebacterium marinum (T); D7015.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000627158 Corynebacterium terpenotabidum (T); IFO 14764.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000728102 Corynebacterium ureicelerivorans (T); type strain:IMMIB RIV-2301.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000965174 Corynebacterium ulceribovis (T); type strain:IMMIB L-1395.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000979207 Corynebacterium sputi (T); type strain: IMMIB L-999.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000995274 Corynebacterium timonense (T); 5401744.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000995275 Corynebacterium massiliense (T); 5402485.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001014354 Corynebacterium hansenii (T); type strain: DSM 45109.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001047661 Corynebacterium lubricantis (T); type strain: KSS-3Se.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001169927 Corynebacterium doosanense (T); CAU 212.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001170671 Corynebacterium freiburgense (T); 1045.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001188256 Corynebacterium stationis (T); ATCC 14403.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001199462 Corynebacterium mustelae (T); 3105.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001241590 Corynebacterium maris (T); Coryn-1; DSM 45190; LMG 24561.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001328430 Corynebacterium pyruviciproducens (T); 06-1773O.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001353127 Corynebacterium pilbarense (T); type strain: IMMIB WACC-658.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001589363 Corynebacterium humireducens (T); MFC-5.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S001612974 Corynebacterium canis (T); 1170.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S002907472 Corynebacterium aquatimens (T); IMMIB L-2012475 No.1; 1-1491.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium.
S000381264 Turicella otitidis (T); 234.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Turicella.
S000009618 Dietzia maris (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000276288 Dietzia natronolimnaea (T); 15LN1; CBS 107.95.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000383488 Dietzia psychralcaliphila (T); ILA-1.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000516375 Dietzia kunjamensis (T); K30-10.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000539927 Dietzia cinnamea (T); type strain:IMMIB RIV-399.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000650844 Dietzia papillomatosis (T); N 1280.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000994794 Dietzia timorensis (T); ID05-A0528.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000995866 Dietzia schimae (T); YIM 65001.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S000995867 Dietzia cercidiphylli (T); YIM 65002.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S001153976 Dietzia lutea (T); YIM 80766.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S001294708 Dietzia aerolata (T); type strain: Sj14a.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia.
S002038766 Tomitella biformata (T); AHU 1821.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacterineae_incertae_sedis;Tomitella.
S001793553 Hoyosella altamirensis (T); OFN S31.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacterineae_incertae_sedis;Hoyosella.
S000860500 Amycolicicoccus subflavus (T); DQS3-9A1.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Amycolicicoccus.
S000000626 Mycobacterium conspicuum (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000000628 Mycobacterium hodleri (T); DSM 44183.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000001005 Mycobacterium malmoense (T); ATCC 29571..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000001327 Mycobacterium duvalii (T); ATCC 43910.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002172 Mycobacterium moriokaense (T); DSM 44221T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002374 Mycobacterium tuberculosis (T); NCTC 7416 H37Rv; phage lambda	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002446 Mycobacterium frederiksbergense (T); DSM 44346.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002541 Mycobacterium agri (T); DSM 44515T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002735 Mycobacterium austroafricanum (T); ATCC 33464.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000002743 Mycobacterium elephantis (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000004105 Mycobacterium pulveris (T); DSM 44222T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000004347 Mycobacterium heidelbergense (T); 2554/91.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000004763 Mycobacterium intermedium (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000006259 Mycobacterium avium (T); ATCC 19698..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000008158 Mycobacterium flavescens (T); ATCC 14474..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000008902 Mycobacterium gilvum (T); ATCC 43909.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000010044 Mycobacterium nonchromogenicum (T); ATCC 19530..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000010827 Mycobacterium chlorophenolicum (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000010837 Mycobacterium szulgai (T); ATCC 25799..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000011976 Mycobacterium simiae (T); ATCC 25275..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000013097 Mycobacterium gordonae (T); ATCC 14470..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000013211 Mycobacterium shimoidei (T); ATCC 27962.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000013455 Mycobacterium genavense (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000014993 Mycobacterium caprae (T); gM-1; caprine.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000015160 Mycobacterium rhodesiae (T); DSM 44223T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000015367 Mycobacterium parafortuitum (T); DSM 43528.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000016429 Mycobacterium botniense (T); E347.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000088561 Mycobacterium goodii (T); M069.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000091563 Mycobacterium marinum (T); ATCC 927.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000104183 Mycobacterium holsaticum (T); 1406.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000112631 Mycobacterium smegmatis (T); ATCC 19420.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000126793 Mycobacterium komossense (T); ATCC 33013.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000127411 Mycobacterium chitae (T); ATCC 19627.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000127593 Mycobacterium thermoresistibile (T); ATCC 19527.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000128054 Mycobacterium aurum (T); ATCC 23366.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000128633 Mycobacterium gadium (T); ATCC 27726.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000129242 Mycobacterium aichiense (T); ATCC 27280.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000130952 Mycobacterium hiberniae (T); ATCC 9874.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000131075 Mycobacterium obuense (T); ATCC 27023.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000133995 Mycobacterium cookii (T); ATCC 49103 (T) = NZ2..	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000263759 Mycobacterium xenopi (T); type strain: DSM 43995.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000264112 Mycobacterium kansasii (T); type strain: DSM 44162.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000264636 Mycobacterium intracellulare (T); type strain: DSM 43223.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000264637 Mycobacterium avium (T); type strain: DSM 44156.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000334571 Mycobacterium vanbaalenii (T); type strain:DSM 7251=PYR-1.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000352610 Mycobacterium confluentis (T); type strain:DSM 44017.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000352715 Mycobacterium mageritense (T); type strain: DSM 44476.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000356593 Mycobacterium saskatchewanense (T); NRCM 00-250; ATCC BAA-544.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000366306 Mycobacterium parmense (T); MUP 1182.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000377182 Mycobacterium immunogenum (T); DSM 44764.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000387866 Mycobacterium kubicae (T); CDC 941078.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000388579 Mycobacterium heckeshornense (T); S369.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000390342 Mycobacterium doricum (T); FI-13295; DSM 44339.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000391703 Mycobacterium montefiorense (T); ATCC BAA-256.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000395520 Mycobacterium pinnipedii (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000414330 Mycobacterium celatum (T).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000416815 Mycobacterium psychrotolerans (T); type strain: WA101.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000418699 Mycobacterium parascrofulaceum (T); ATCC BAA-614.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000427735 Mycobacterium alvei (T); CIP 103464.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000428212 Mycobacterium tusciae (T); FI-25796.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429475 Mycobacterium branderi (T); ATCC 51789.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429477 Mycobacterium brumae (T); ATCC 51384.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429484 Mycobacterium lentiflavum (T); ATCC 51985.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429485 Mycobacterium microti (T); ATCC 19422.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429490 Mycobacterium poriferae (T); ATCC 35087.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429491 Mycobacterium tokaiense (T); ATCC 27282.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429492 Mycobacterium vaccae (T); ATCC 15483.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429494 Mycobacterium neoaurum (T); ATCC 25795.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429496 Mycobacterium asiaticum (T); ATCC 25276.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429498 Mycobacterium chubuense (T); ATCC 27278.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429500 Mycobacterium diernhoferi (T); ATCC 19340.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
S000429501 Mycobacterium fallax (T); ATCC 35219.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium.
